Time,Is_Day,Average_Wind_Speed_kmh,Average_Barometric_Pressure_hPa,Temperature_K,Density_kgm3,Solar_Radiation_Wm2,Wind_Power_Generated_W,Solar_Power_Generated_W
2025-03-11T20:00,0,1.1,1007.4,295.45,1.187846715067038,0.0,53.229309345657526,0.0
2025-03-11T21:00,0,1.3,1007.9,293.95,1.194500757436616,0.0,88.35453816210014,0.0
2025-03-11T22:00,0,1.9,1008.2,292.75,1.1997540873019827,0.0,277.0546322134277,0.0
2025-03-11T23:00,0,2.6,1008.2,291.95,1.2030416477398715,0.0,711.8903090789786,0.0
2025-03-12T00:00,0,3.6,1008.0,291.34999999999997,1.205280023287732,0.0,1893.249433339637,0.0
2025-03-12T01:00,0,4.2,1007.8,290.95,1.2066975786633647,0.0,3009.945882277923,0.0
2025-03-12T02:00,0,4.1,1007.5,290.75,1.207168182641251,0.0,2801.120068986188,0.0
2025-03-12T03:00,0,4.3,1007.0,290.75,1.2065690917317515,0.0,3229.757663681888,0.0
2025-03-12T04:00,0,4.7,1006.8,290.54999999999995,1.2071598318645054,0.0,4219.594566594526,0.0
2025-03-12T05:00,0,5.0,1006.8,290.04999999999995,1.2092407831347425,0.0,5089.031904681706,0.0
2025-03-12T06:00,0,5.1,1006.9,289.34999999999997,1.2122865950738533,0.0,5414.1240966807745,0.0
2025-03-12T07:00,1,5.5,1007.3,289.25,1.2131874670014484,9.0,6795.6086164335475,1.8
2025-03-12T08:00,1,7.3,1008.0,290.04999999999995,1.2106820713148791,126.0,15856.636343736764,25.200000000000003
2025-03-12T09:00,1,10.5,1009.0,291.25,1.2068899781931488,304.0,47037.903081223994,60.800000000000004
2025-03-12T10:00,1,13.4,1009.6,292.65,1.2018306132481769,463.0,97357.63870970055,92.60000000000001
2025-03-12T11:00,1,15.7,1009.6,294.25,1.1952955954701066,598.0,155735.15201980105,119.60000000000001
2025-03-12T12:00,1,17.7,1009.3,296.04999999999995,1.187675114196645,699.0,221732.74344216916,139.8
2025-03-12T13:00,1,18.4,1008.9,297.34999999999997,1.1820140205561367,751.0,247906.81842042544,150.20000000000002
2025-03-12T14:00,1,16.8,1008.3,298.15,1.178141359027479,748.0,188077.83729999722,149.6
2025-03-12T15:00,1,13.9,1007.5,298.45,1.1760232839770273,687.0,106334.13336464023,137.4
2025-03-12T16:00,1,10.9,1006.9,298.45,1.175322922716098,565.0,51244.71415651447,113.0
2025-03-12T17:00,1,7.6,1006.8,297.95,1.177178349213734,388.0,17397.843403697025,77.60000000000001
2025-03-12T18:00,1,3.8,1006.9,296.95,1.1812598965637966,195.0,2182.270714672403,39.0
2025-03-12T19:00,0,2.4,1007.0,296.25,1.1841686528979132,44.0,551.1371171193193,0.0
2025-03-12T20:00,0,3.2,1008.0,293.54999999999995,1.1962470951622575,0.0,1319.7242771278588,0.0
2025-03-12T21:00,0,3.2,1008.6,292.45,1.201461301430005,0.0,1325.4766961935584,0.0
2025-03-12T22:00,0,3.6,1008.9,291.54999999999995,1.205528619490198,0.0,1893.6399273413256,0.0
2025-03-12T23:00,0,4.7,1008.7,290.95,1.2077752010297043,0.0,4221.745572880009,0.0
2025-03-13T00:00,0,5.9,1008.3,290.65,1.2085423918597726,0.0,8356.613157116168,0.0
2025-03-13T01:00,0,5.8,1007.9,290.34999999999997,1.2093111680678261,0.0,7943.9118994212295,0.0
2025-03-13T02:00,0,3.4,1007.6,290.04999999999995,1.2102016419215003,0.0,1601.4259573895115,0.0
2025-03-13T03:00,0,4.0,1007.3,289.65,1.211512082962779,0.0,2610.47836733274,0.0
2025-03-13T04:00,0,5.4,1007.1,289.25,1.2129465879253039,0.0,6430.360651576215,0.0
2025-03-13T05:00,0,3.2,1006.8,288.45,1.2159483069794836,0.0,1341.4590571989486,0.0
2025-03-13T06:00,0,3.6,1006.6,287.45,1.2199360406173498,0.0,1916.271051526443,0.0
2025-03-13T07:00,1,6.1,1006.5,287.15,1.2210892486124667,3.0,9331.453304768247,0.6000000000000001
2025-03-13T08:00,1,4.6,1007.0,288.15,1.2174560590699526,60.0,3989.690119494858,12.0
2025-03-13T09:00,1,2.2,1007.6,289.84999999999997,1.2110366956678666,232.0,434.1479154505873,46.400000000000006
2025-03-13T10:00,1,1.9,1007.8,291.84999999999997,1.2029763937368714,456.0,277.7987471396828,91.2
2025-03-13T11:00,1,4.6,1007.2,294.34999999999997,1.1920490494098237,646.0,3906.4295412984156,129.20000000000002
2025-03-13T12:00,1,11.0,1006.0,297.25,1.1790129253393873,781.0,52833.45311257355,156.20000000000002
2025-03-13T13:00,1,16.4,1004.8,299.54999999999995,1.1685646684042206,847.0,173538.8320080277,169.4
2025-03-13T14:00,1,19.2,1003.5,300.84999999999997,1.1620098509139047,845.0,276901.8584959122,169.0
2025-03-13T15:00,1,21.7,1002.0,301.65,1.1571957785567293,764.0,398105.71941190056,152.8
2025-03-13T16:00,1,22.9,1000.9,301.95,1.1547769435382549,611.0,466892.5303379061,122.2
2025-03-13T17:00,1,21.3,1000.3,301.65,1.155232472345605,401.0,375855.2085295833,80.2
2025-03-13T18:00,1,18.4,1000.1,300.75,1.1584578587207879,188.0,242966.32445568347,37.6
2025-03-13T19:00,0,15.7,1000.0,299.84999999999997,1.1618187889741192,40.0,151373.4564119965,0.0
2025-03-13T20:00,0,14.9,1000.0,298.84999999999997,1.1657064208595938,0.0,129825.60902523078,0.0
2025-03-13T21:00,0,15.2,1000.2,297.65,1.170640141598066,0.0,138409.70744464148,0.0
2025-03-13T22:00,0,15.7,1000.3,296.75,1.1743079200776805,0.0,153000.66623221125,0.0
2025-03-13T23:00,0,15.9,1000.2,296.04999999999995,1.1769668574452437,0.0,159282.4698478545,0.0
