Time,Is_Day,Average_Wind_Speed (m/s),Average_Barometric_Pressure (InHg),Temperature (K),Solar_Radiation (W/m²),Density (kg/m³),Wind_Power_Generated (W),Solar_Power_Generated (W)
2025-03-09T00:00,0,3.333333333333333,29.624476510111297,283.45,0.0,0.012329728665062527,15.374539972198377,0.0
2025-03-09T01:00,0,3.3888888888888884,29.61561751593961,283.25,0.0,0.012334744840247474,16.162723166405204,0.0
2025-03-09T02:00,0,3.194444444444444,29.609711519825158,282.84999999999997,0.0,0.012349725060133807,13.553631775346009,0.0
2025-03-09T03:00,0,3.333333333333333,29.612664517882386,282.95,0.0,0.012346591640323281,15.395567238429408,0.0
2025-03-09T04:00,0,3.944444444444444,29.597899527596244,283.25,0.0,0.012327365393738203,25.470658591861465,0.0
2025-03-09T05:00,0,3.8333333333333335,29.580181539252877,282.95,0.0,0.012333048310841475,23.389049033104012,0.0
2025-03-09T06:00,0,3.1111111111111107,29.580181539252877,282.45,0.0,0.012354880579049725,12.525569825860993,0.0
2025-03-09T07:00,0,2.9166666666666665,29.597899527596244,282.65,0.0,0.012353533514156542,10.319626222682032,0.0
2025-03-09T08:00,1,3.1111111111111107,29.6038055237107,283.25,8.0,0.012329825209241294,12.500168302791604,1.6
2025-03-09T09:00,1,2.833333333333333,29.597899527596244,283.84999999999997,64.0,0.01230130790127302,9.42012523937152,12.8
2025-03-09T10:00,1,3.2777777777777777,29.583134537310105,284.95,151.2,0.012247707987096755,14.52130735145621,30.24
2025-03-09T11:00,1,3.75,29.594946529539016,286.15,183.5,0.012201215713457001,21.66253529316139,36.7
2025-03-09T12:00,1,3.0555555555555554,29.565416548966738,287.04999999999995,216.5,0.012150824465073923,11.670478821821572,43.300000000000004
2025-03-09T13:00,1,2.75,29.565416548966738,287.65,226.0,0.012125479446200137,8.490032954948829,45.2
2025-03-09T14:00,1,2.0,29.541792564508913,288.04999999999995,158.5,0.012098966123014991,3.2587468353991507,31.700000000000003
2025-03-09T15:00,1,2.25,29.538839566451685,288.95,232.0,0.012060075516054135,4.624981035519264,46.400000000000006
2025-03-09T16:00,1,2.111111111111111,29.52998057228,287.04999999999995,114.2,0.012136260951931606,3.8444175864154206,22.840000000000003
2025-03-09T17:00,1,1.777777777777778,29.51521558199386,286.15,79.5,0.012168344747156529,2.3018461858390253,15.9
2025-03-09T18:00,1,2.4722222222222223,29.497497593650493,285.75,63.8,0.01217806341618579,6.195168507912009,12.76
2025-03-09T19:00,0,3.333333333333333,29.494544595593265,285.15,7.2,0.012202466245149797,15.215850254439122,0.0
2025-03-09T20:00,0,2.111111111111111,29.51816858005109,284.84999999999997,0.0,0.01222510170535182,3.8725597758584307,0.0
2025-03-09T21:00,0,2.2222222222222223,29.521121578108318,284.84999999999997,0.0,0.012226324704722106,4.517214972212153,0.0
2025-03-09T22:00,0,1.4444444444444444,29.521121578108318,283.95,0.0,0.012265076922486675,1.2444721432389878,0.0
2025-03-09T23:00,0,1.6388888888888888,29.51521558199386,283.95,0.0,0.012262623170976724,1.8173739138421017,0.0
2025-03-10T00:00,0,1.9166666666666667,29.512262583936632,283.95,0.0,0.012261396295221749,2.9066455422780875,0.0
2025-03-10T01:00,0,1.611111111111111,29.497497593650493,283.54999999999995,0.0,0.01227255024219746,1.7279201606732646,0.0
2025-03-10T02:00,0,2.361111111111111,29.50045059170772,283.15,0.0,0.012291117755768022,5.4469454890999875,0.0
2025-03-10T03:00,0,2.4166666666666665,29.50045059170772,282.84999999999997,0.0,0.012304154118952502,5.846748227243146,0.0
2025-03-10T04:00,0,2.305555555555556,29.506356587822175,282.34999999999997,0.0,0.012328410608418508,5.0868184763131525,0.0
2025-03-10T05:00,0,2.4722222222222223,29.51816858005109,281.95,0.0,0.012350843130943309,6.28306421111956,0.0
2025-03-10T06:00,0,1.8333333333333333,29.524074576165546,282.04999999999995,0.0,0.012348934456694619,2.56192354255829,0.0
2025-03-10T07:00,0,2.0,29.535886568394456,281.65,0.0,0.012371420021278954,3.332129822815814,0.0
2025-03-10T08:00,1,2.111111111111111,29.55951055285228,281.65,8.5,0.01238131517826458,3.922043700510303,1.7000000000000002
2025-03-10T09:00,1,2.111111111111111,29.57427554313842,282.34999999999997,67.2,0.01235678865525534,3.914274405110031,13.440000000000001
2025-03-10T10:00,1,2.7222222222222223,29.589040533424562,283.45,179.5,0.012314980185798099,8.364053785735395,35.9
2025-03-10T11:00,1,2.75,29.594946529539016,284.34999999999997,229.0,0.012278452176563114,8.597141587457143,45.800000000000004
2025-03-10T12:00,1,2.638888888888889,29.594946529539016,285.65,334.2,0.012222572646265435,7.562028599319422,66.84
2025-03-10T13:00,1,2.833333333333333,29.59199353148179,286.75,392.8,0.012174470810933202,9.322995626358995,78.56
2025-03-10T14:00,1,2.861111111111111,29.59199353148179,287.65,397.8,0.012136379297879701,9.569862272059137,79.56
2025-03-10T15:00,1,2.75,29.583134537310105,288.25,353.8,0.01210749138221412,8.477438050416216,70.76
2025-03-10T16:00,1,3.138888888888889,29.583134537310105,288.25,323.8,0.01210749138221412,12.606495452052828,64.76
2025-03-10T17:00,1,2.2777777777777777,29.583134537310105,287.95,229.8,0.012120105542362286,4.822284527069198,45.96000000000001
2025-03-10T18:00,1,1.3611111111111112,29.59199353148179,287.04999999999995,129.5,0.012161747099930663,1.0324976709020506,25.900000000000002
2025-03-10T19:00,0,1.0,29.609711519825158,284.95,22.0,0.012258711118648348,0.41272158771460454,0.0
2025-03-10T20:00,0,1.1944444444444444,29.62152351205407,283.84999999999997,0.0,0.012311126365127175,0.7063306111429016,0.0
2025-03-10T21:00,0,1.3333333333333333,29.633335504282982,282.54999999999995,0.0,0.012372701129795962,0.9873999637867481,0.0
2025-03-10T22:00,0,1.1944444444444444,29.639241500397436,281.95,0.0,0.012401501851268306,0.7115157559026226,0.0
2025-03-10T23:00,0,1.0555555555555556,29.633335504282982,282.04999999999995,0.0,0.012394634654223894,0.490782865812435,0.0
2025-03-11T00:00,0,1.2777777777777777,29.636288502340207,280.95,0.0,0.01244440318773616,0.8740825313560617,0.0
2025-03-11T01:00,0,1.3055555555555556,29.633335504282982,280.45,0.0,0.012465347492329644,0.9339052910830953,0.0
2025-03-11T02:00,0,1.1666666666666667,29.627429508168525,280.25,0.0,0.012471757222061012,0.6667766638872885,0.0
2025-03-11T03:00,0,1.0833333333333333,29.612664517882386,280.25,0.0,0.012465541854164042,0.5335926696587635,0.0
2025-03-11T04:00,0,1.0833333333333333,29.609711519825158,279.65,0.0,0.012491041420557293,0.5346841891342985,0.0
2025-03-11T05:00,0,1.1388888888888888,29.6038055237107,279.34999999999997,0.0,0.01250196166285161,0.6217769316659669,0.0
2025-03-11T06:00,0,1.7222222222222223,29.60675852176793,277.95,0.0,0.012566185867559712,2.1611425795384704,0.0
2025-03-11T07:00,0,1.027777777777778,29.609711519825158,277.95,0.0,0.012567439227410855,0.4593638746975038,0.0
2025-03-11T08:00,1,1.1111111111111112,29.62152351205407,278.25,21.0,0.012558897461783819,0.5800111748518351,4.2
2025-03-11T09:00,1,0.9166666666666666,29.624476510111297,280.65,151.8,0.012452740388783088,0.3229324044441604,30.360000000000003
2025-03-11T10:00,1,0.9166666666666666,29.62152351205407,283.75,315.0,0.012315465088075236,0.31937249381048866,63.0
2025-03-11T11:00,1,1.1388888888888888,29.61561751593961,285.65,455.0,0.01223110966567512,0.6083062837563346,91.0
2025-03-11T12:00,1,1.5555555555555554,29.600852525653472,287.25,552.0,0.012156917734193112,1.5406090023756798,110.4
2025-03-11T13:00,1,1.1666666666666667,29.583134537310105,287.84999999999997,520.0,0.012124316105343827,0.6482014443270352,104.0
2025-03-11T14:00,1,1.777777777777778,29.55951055285228,288.04999999999995,483.0,0.012106222600097968,2.290094741395746,96.60000000000001
2025-03-11T15:00,1,2.4444444444444446,29.538839566451685,288.04999999999995,443.0,0.012097756710167828,5.949188576322071,88.60000000000001
2025-03-11T16:00,1,3.0,29.535886568394456,287.54999999999995,364.0,0.012117581112826351,11.015192072723874,72.8
2025-03-11T17:00,1,2.638888888888889,29.541792564508913,286.54999999999995,243.0,0.012162300442276978,7.524738566893721,48.6
