Time,Is_Day,Average_Wind_Speed (m/s),Average_Barometric_Pressure (InHg),Temperature (K),Solar_Radiation (W/m²),Density (kg/m³),Wind_Power_Generated (W),Solar_Power_Generated (W)
2025-03-09T00:00,0,2.611111111111111,29.79870339548775,285.84999999999997,0.0,0.0122981126499173,7.37100829714438,0.0
2025-03-09T01:00,0,2.111111111111111,29.81051538771666,285.75,0.0,0.012307293040984638,3.8985956214462343,0.0
2025-03-09T02:00,0,1.7222222222222223,29.792797399373292,285.04999999999995,0.0,0.012330183330074055,2.120554676572936,0.0
2025-03-09T03:00,0,1.6666666666666665,29.772126412972696,284.75,0.0,0.012334609863540765,1.922578322078572,0.0
2025-03-09T04:00,0,1.5277777777777777,29.745549430457643,284.15,0.0,0.01234962103222807,1.482677071918172,0.0
2025-03-09T05:00,0,1.4166666666666665,29.713066451828137,283.95,0.0,0.01234482384656006,1.181681123115996,0.0
2025-03-09T06:00,0,0.9166666666666666,29.70716045571368,283.84999999999997,0.0,0.012346718296598481,0.32018297194300455,0.0
2025-03-09T07:00,1,2.0833333333333335,29.718972447942594,284.84999999999997,0.0,0.012308265662531086,3.747015797760762,0.0
2025-03-09T08:00,1,3.194444444444444,29.724878444057047,285.95,55.0,0.012263354491041196,13.458841414912214,11.0
2025-03-09T09:00,1,4.0,29.70716045571368,287.84999999999997,235.0,0.012175146737847763,26.234123146776597,47.0
2025-03-09T10:00,1,6.694444444444445,29.677630475141402,290.04999999999995,473.0,0.012070788742572754,121.92468698722654,94.60000000000001
2025-03-09T11:00,1,7.944444444444445,29.66581848291249,291.65,653.0,0.01199979012275236,202.5706968487221,130.6
2025-03-09T12:00,1,8.88888888888889,29.64810049456912,292.25,767.0,0.01196800191985278,282.993498127228,153.4
2025-03-09T13:00,1,9.166666666666666,29.630382506225754,292.75,827.0,0.011940421290702729,309.6466189045548,165.4
2025-03-09T14:00,1,9.583333333333334,29.60675852176793,292.95,801.0,0.011922755971627315,353.29607515933037,160.20000000000002
2025-03-09T15:00,1,9.694444444444445,29.609711519825158,292.54999999999995,726.0,0.011940248618215169,366.26424368624566,145.20000000000002
2025-03-09T16:00,1,9.11111111111111,29.627429508168525,291.15,575.0,0.012004842732208823,305.6911590353505,115.0
2025-03-09T17:00,1,8.166666666666666,29.636288502340207,290.04999999999995,387.0,0.01205397371347862,221.04317178409917,77.4
2025-03-09T18:00,1,5.166666666666667,29.671724479026945,287.54999999999995,179.0,0.012173310839999918,56.52654178634469,35.800000000000004
2025-03-09T19:00,0,2.2777777777777777,29.70716045571368,286.34999999999997,18.0,0.01223892435302769,4.869559537191336,0.0
2025-03-09T20:00,0,1.0833333333333333,29.73964343434319,285.45,0.0,0.012290937374553708,0.5261186527648621,0.0
2025-03-09T21:00,0,0.7777777777777777,29.760314420743786,284.65,0.0,0.012334047683684287,0.1953820173900778,0.0
2025-03-09T22:00,0,0.8333333333333333,29.78393840520161,283.75,0.0,0.012382990816302146,0.2412649241575449,0.0
2025-03-09T23:00,0,0.3611111111111111,29.789844401316063,283.25,0.0,0.012407309397588646,0.019670370566451843,0.0
2025-03-10T00:00,0,0.6388888888888888,29.78689140325884,282.84999999999997,0.0,0.01242362388367106,0.10907787670722265,0.0
2025-03-10T01:00,0,0.8055555555555555,29.78393840520161,282.25,0.0,0.012448799447743963,0.21909190752356858,0.0
2025-03-10T02:00,0,1.3888888888888888,29.778032409087153,281.54999999999995,0.0,0.012477275444448531,1.1254718784012079,0.0
2025-03-10T03:00,0,1.4166666666666665,29.763267418801014,281.25,0.0,0.012484391269444827,1.1950409078383057,0.0
2025-03-10T04:00,0,1.3055555555555556,29.745549430457643,280.95,0.0,0.012490282314673808,0.9357734108875179,0.0
2025-03-10T05:00,0,1.3055555555555556,29.745549430457643,280.95,0.0,0.012490282314673808,0.9357734108875179,0.0
2025-03-10T06:00,0,0.8611111111111112,29.745549430457643,281.54999999999995,0.0,0.012463664771115632,0.2679388650406615,0.0
2025-03-10T07:00,1,1.1388888888888888,29.730784440171504,282.45,0.0,0.012417783534977802,0.617590387228042,0.0
