Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated,Temperature_K,Density,Wind_power
245,2008,9,1,1,False,0.859897172,69,28,7.5,0,10.0,75,8.0,29.82,0,293.7055555555555,1.197774049122102,1387.1621480629233
245,2008,9,1,4,False,0.628534704,69,28,7.5,0,10.0,77,5.0,29.85,0,293.7055555555555,1.1989790531956657,339.0033406794795
245,2008,9,1,7,True,0.397172237,69,28,7.5,0,10.0,70,0.0,29.89,5418,293.7055555555555,1.2005857252937504,0.0
245,2008,9,1,10,True,0.165809769,69,28,7.5,0,10.0,33,0.0,29.91,25477,293.7055555555555,1.2013890613427927,0.0
245,2008,9,1,13,True,0.065552699,69,28,7.5,0,10.0,21,3.0,29.89,30069,293.7055555555555,1.2005857252937504,73.32284516678332
245,2008,9,1,16,True,0.296915167,69,28,7.5,0,10.0,20,23.0,29.85,16280,293.7055555555555,1.1989790531956657,32997.22916837781
245,2008,9,1,19,True,0.528277635,69,28,7.5,0,10.0,36,15.0,29.83,515,293.7055555555555,1.1981757171466232,9146.957474594958
245,2008,9,1,22,False,0.759640103,69,28,7.5,0,10.0,49,6.0,29.86,0,293.7055555555555,1.1993807212201868,585.994019854172
246,2008,9,2,1,False,0.862113402,72,29,6.8,0,10.0,67,6.0,29.86,0,295.3722222222222,1.192613098138838,582.6874912564278
246,2008,9,2,4,False,0.630154639,72,29,6.8,0,10.0,49,0.0,29.87,0,295.3722222222222,1.1930124997122267,0.0
246,2008,9,2,7,True,0.398195876,72,29,6.8,0,10.0,54,0.0,29.9,4939,295.3722222222222,1.1942107044323929,0.0
246,2008,9,2,10,True,0.166237113,72,29,6.8,0,10.0,64,0.0,29.92,24335,295.3722222222222,1.1950095075791705,0.0
246,2008,9,2,13,True,0.065721649,72,29,6.8,0,10.0,23,9.0,29.88,29025,295.3722222222222,1.1934119012856155,1967.887476749982
246,2008,9,2,16,True,0.297680412,72,29,6.8,0,10.0,30,18.0,29.84,15408,295.3722222222222,1.1918142949920605,15722.024713847248
246,2008,9,2,19,True,0.529639175,72,29,6.8,0,10.0,65,11.0,29.84,491,295.3722222222222,1.1918142949920605,3588.13698459031
246,2008,9,2,22,False,0.761597938,72,29,6.8,0,10.0,75,5.0,29.85,0,295.3722222222222,1.1922136965654493,337.0904811575232
247,2008,9,3,1,False,0.86545925,73,29,7.9,0,10.0,72,6.0,29.84,0,295.92777777777775,1.1895768603796513,581.2040447258478
247,2008,9,3,4,False,0.632600259,73,29,7.9,0,10.0,78,6.0,29.86,0,295.92777777777775,1.190374163905375,581.593591672715
247,2008,9,3,7,True,0.399741268,73,29,7.9,0,10.0,63,0.0,29.88,4854,295.92777777777775,1.1911714674310987,0.0
247,2008,9,3,10,True,0.166882277,73,29,7.9,0,10.0,69,3.0,29.88,23855,295.92777777777775,1.1911714674310987,72.74789232744776
247,2008,9,3,13,True,0.065976714,73,29,7.9,0,10.0,33,10.0,29.84,28339,295.92777777777775,1.1895768603796513,2690.759466323369
247,2008,9,3,16,True,0.298835705,73,29,7.9,0,10.0,27,20.0,29.81,15308,295.92777777777775,1.1883809050910659,21504.434233538777
247,2008,9,3,19,True,0.531694696,73,29,7.9,0,10.0,53,14.0,29.81,455,295.92777777777775,1.1883809050910659,7376.020942103801
247,2008,9,3,22,False,0.764553687,73,29,7.9,0,10.0,70,6.0,29.85,0,295.92777777777775,1.1899755121425133,581.3988181992814
248,2008,9,4,1,False,0.86770428,76,30,6.9,0,10.0,73,0.0,29.83,0,297.59444444444443,1.1825182600927906,0.0
248,2008,9,4,4,False,0.634241245,76,30,6.9,0,10.0,78,6.0,29.82,0,297.59444444444443,1.1821218409643652,577.5616676907974
248,2008,9,4,7,True,0.40077821,76,30,6.9,0,10.0,70,0.0,29.84,4750,297.59444444444443,1.182914679221216,0.0
248,2008,9,4,10,True,0.167315175,76,30,6.9,0,10.0,64,3.0,29.85,23555,297.59444444444443,1.1833110983496413,72.2678394557776
248,2008,9,4,13,True,0.06614786,76,30,6.9,0,10.0,62,6.0,29.79,27741,297.59444444444443,1.1809325835790894,576.9806197353743
248,2008,9,4,16,True,0.299610895,76,30,6.9,0,10.0,30,15.0,29.75,14917,297.59444444444443,1.179346907065388,9003.217017627236
248,2008,9,4,19,True,0.53307393,76,30,6.9,0,10.0,27,17.0,29.74,429,297.59444444444443,1.1789504879369626,13101.610974158495
248,2008,9,4,22,False,0.766536965,76,30,6.9,0,10.0,33,5.0,29.77,0,297.59444444444443,1.1801397453222386,333.67665187023067
249,2008,9,5,1,False,0.869791667,77,29,8.5,0,10.0,53,3.0,29.77,0,298.15,1.1779407408216662,71.9398579670608
249,2008,9,5,4,False,0.635416667,77,29,8.5,0,10.0,70,7.0,29.76,0,298.15,1.1775450603578363,913.5956523136732
249,2008,9,5,7,True,0.401041667,77,29,8.5,0,10.0,61,0.0,29.8,4804,298.15,1.1791277822131558,0.0
249,2008,9,5,10,True,0.166666667,77,29,8.5,0,10.0,64,3.0,29.82,23551,298.15,1.1799191431408158,72.06068406374716
249,2008,9,5,13,True,0.067708333,77,29,8.5,0,10.0,49,5.0,29.78,27963,298.15,1.178336421285496,333.16677401110223
249,2008,9,5,16,True,0.302083333,77,29,8.5,0,10.0,19,22.0,29.75,14980,298.15,1.1771493798940063,28351.88833786137
249,2008,9,5,19,True,0.536458333,77,29,8.5,0,10.0,51,15.0,29.76,423,298.15,1.1775450603578363,8989.461593465441
249,2008,9,5,22,False,0.770833333,77,29,8.5,0,10.0,37,8.0,29.79,0,298.15,1.178732101749326,1365.109350508759
250,2008,9,6,1,False,0.870925684,75,30,8.6,1,10.0,57,6.0,29.78,0,297.0388888888889,1.1827441360302375,577.8657089186862
250,2008,9,6,4,False,0.636245111,75,30,8.6,1,10.0,73,3.0,29.78,0,297.0388888888889,1.1827441360302375,72.23321361483578
250,2008,9,6,7,True,0.401564537,75,30,8.6,1,10.0,52,3.0,29.81,4562,297.0388888888889,1.1839356176985016,72.3059804519226
250,2008,9,6,10,True,0.166883963,75,30,8.6,1,10.0,66,3.0,29.82,22761,297.0388888888889,1.1843327782545898,72.33023606428485
250,2008,9,6,13,True,0.06779661,75,30,8.6,0,10.0,29,16.0,29.79,28193,297.0388888888889,1.1831412965863257,10961.725702022344
250,2008,9,6,16,True,0.302477184,75,30,8.6,0,10.0,39,18.0,29.75,14835,297.0388888888889,1.1815526543619734,15586.65650399378
250,2008,9,6,19,True,0.537157757,75,30,8.6,0,10.0,57,14.0,29.74,375,297.0388888888889,1.1811554938058855,7331.174391030413
250,2008,9,6,22,False,0.771838331,75,30,8.6,0,10.0,65,8.0,29.76,0,297.0388888888889,1.1819498149180616,1368.835837916184
251,2008,9,7,1,False,0.873036649,62,29,14.9,1,10.0,81,8.0,29.76,0,289.81666666666666,1.2114039671482737,1402.9471839642802
251,2008,9,7,4,False,0.637434555,62,29,14.9,1,10.0,87,7.0,29.74,0,289.81666666666666,1.2105898515789537,939.2333782976382
251,2008,9,7,7,True,0.401832461,62,29,14.9,1,10.0,84,8.0,29.76,2963,289.81666666666666,1.2114039671482737,1402.9471839642802
251,2008,9,7,10,True,0.166230366,62,29,14.9,1,10.0,68,14.0,29.77,24553,289.81666666666666,1.2118110249329337,7521.4465828972925
251,2008,9,7,13,True,0.069371728,62,29,14.9,1,10.0,61,22.0,29.73,29986,289.81666666666666,1.2101827937942937,29147.505001571146
251,2008,9,7,16,True,0.304973822,62,29,14.9,1,10.0,70,25.0,29.71,15403,289.81666666666666,1.2093686782249735,42742.61724367322
251,2008,9,7,19,True,0.540575916,62,29,14.9,1,10.0,87,22.0,29.73,379,289.81666666666666,1.2101827937942937,29147.505001571146
251,2008,9,7,22,False,0.77617801,62,29,14.9,1,10.0,90,13.0,29.75,0,289.81666666666666,1.2109969093636137,6018.045415032062
252,2008,9,8,1,False,0.875328084,64,31,5.8,3,10.0,90,7.0,29.76,0,290.92777777777775,1.206777374190311,936.2754764015106
252,2008,9,8,4,False,0.639107612,64,31,5.8,4,10.0,87,5.0,29.75,0,290.92777777777775,1.2063718710403812,341.09361068020524
252,2008,9,8,7,True,0.402887139,64,31,5.8,4,9.0,87,0.0,29.77,249,290.92777777777775,1.2071828773402404,0.0
252,2008,9,8,10,True,0.166666667,64,31,5.8,1,9.0,73,5.0,29.78,9910,290.92777777777775,1.20758838049017,341.43757062374823
252,2008,9,8,13,True,0.069553806,64,31,5.8,1,10.0,59,10.0,29.75,28515,290.92777777777775,1.2063718710403812,2728.748885441642
252,2008,9,8,16,True,0.305774278,64,31,5.8,1,10.0,61,14.0,29.7,17490,290.92777777777775,1.2043443552907336,7475.102593850769
252,2008,9,8,19,True,0.541994751,64,31,5.8,1,10.0,73,6.0,29.72,773,290.92777777777775,1.2051553615905926,588.8153964729521
252,2008,9,8,22,False,0.778215223,64,31,5.8,1,10.0,87,6.0,29.75,0,290.92777777777775,1.2063718710403812,589.4097592553945
253,2008,9,9,1,False,0.878787879,63,21,10.5,3,10.0,84,7.0,29.76,0,290.3722222222222,1.2090862447476227,938.0668083631715
253,2008,9,9,4,False,0.641633729,63,21,10.5,3,10.0,78,7.0,29.75,0,290.3722222222222,1.2086799657675327,937.7515977420816
253,2008,9,9,7,True,0.404479578,63,21,10.5,4,10.0,81,8.0,29.78,65,290.3722222222222,1.2098988027078026,1401.2040278657134
253,2008,9,9,10,True,0.167325428,63,21,10.5,4,10.0,73,5.0,29.8,5219,290.3722222222222,1.2107113606679825,342.32057246630126
253,2008,9,9,13,True,0.069828722,63,21,10.5,1,10.0,63,15.0,29.76,10789,290.3722222222222,1.2090862447476227,9230.249207655115
253,2008,9,9,16,True,0.306982872,63,21,10.5,1,10.0,68,20.0,29.74,5208,290.3722222222222,1.2082736867874428,21864.40553051876
253,2008,9,9,19,True,0.544137022,63,21,10.5,1,10.0,78,7.0,29.74,60,290.3722222222222,1.2082736867874428,937.436387120992
253,2008,9,9,22,False,0.781291173,63,21,10.5,3,10.0,81,13.0,29.76,0,290.3722222222222,1.2090862447476227,6008.550373101714
254,2008,9,10,1,False,0.880952381,64,28,9.7,3,10.0,81,7.0,29.76,0,290.92777777777775,1.206777374190311,936.2754764015106
254,2008,9,10,4,False,0.642857143,64,28,9.7,4,10.0,81,7.0,29.77,0,290.92777777777775,1.2071828773402404,936.5900850965379
254,2008,9,10,7,True,0.404761905,64,28,9.7,4,10.0,78,7.0,29.8,1346,290.92777777777775,1.208399386790029,937.5339111816198
254,2008,9,10,10,True,0.166666667,64,28,9.7,3,10.0,68,3.0,29.84,18380,290.92777777777775,1.210021399389747,73.89910595034021
254,2008,9,10,13,True,0.071428571,64,28,9.7,1,10.0,59,16.0,29.81,28891,290.92777777777775,1.2088048899399584,11199.497193629
254,2008,9,10,16,True,0.30952381,64,28,9.7,1,10.0,63,18.0,29.8,14687,290.92777777777775,1.208399386790029,15940.809825105562
254,2008,9,10,19,True,0.547619048,64,28,9.7,1,10.0,81,15.0,29.82,345,290.92777777777775,1.209210393089888,9231.196964808752
254,2008,9,10,22,False,0.785714286,64,28,9.7,1,10.0,84,8.0,29.85,0,290.92777777777775,1.2104269025396768,1401.8156291086284
255,2008,9,11,1,False,0.883289125,61,29,11.4,2,10.0,87,10.0,29.85,0,289.26111111111106,1.2174011486218768,2753.6965235872303
255,2008,9,11,4,False,0.644562334,61,29,11.4,4,10.0,87,3.0,29.85,0,289.26111111111106,1.2174011486218768,74.34980613685521
255,2008,9,11,7,True,0.405835544,61,29,11.4,4,8.0,84,3.0,29.87,292,289.26111111111106,1.2182168277834324,74.3996217523573
255,2008,9,11,10,True,0.167108753,61,29,11.4,2,10.0,73,3.0,29.87,10767,289.26111111111106,1.2182168277834324,74.3996217523573
255,2008,9,11,13,True,0.071618037,61,29,11.4,1,10.0,68,21.0,29.84,27641,289.26111111111106,1.216993309041099,25493.44012688273
255,2008,9,11,16,True,0.310344828,61,29,11.4,1,10.0,75,23.0,29.81,13835,289.26111111111106,1.2157697902987652,33459.32881775888
255,2008,9,11,19,True,0.549071618,61,29,11.4,1,10.0,87,18.0,29.83,145,289.26111111111106,1.216585469460321,16048.797952612274
255,2008,9,11,22,False,0.787798408,61,29,11.4,1,10.0,87,10.0,29.86,0,289.26111111111106,1.2178089882026546,2754.6190349854164
256,2008,9,12,1,False,0.886817577,60,28,11.7,3,10.0,90,13.0,29.87,0,288.7055555555555,1.2205610401254636,6065.574333425721
256,2008,9,12,4,False,0.64713715,60,28,11.7,3,10.0,83,8.0,29.87,0,288.7055555555555,1.2205610401254636,1413.5521432471412
256,2008,9,12,7,True,0.407456724,60,28,11.7,4,10.0,86,5.0,29.9,229,288.7055555555555,1.2217869132826034,345.45211119186996
256,2008,9,12,10,True,0.167776298,60,28,11.7,4,9.0,81,7.0,29.93,4349,288.7055555555555,1.223012786439743,948.8716840065885
256,2008,9,12,13,True,0.071904128,60,28,11.7,1,10.0,68,16.0,29.88,19126,288.7055555555555,1.220969664511177,11312.203023829818
256,2008,9,12,16,True,0.311584554,60,28,11.7,1,10.0,73,21.0,29.85,14692,288.7055555555555,1.2197437913540374,25551.056923658878
256,2008,9,12,19,True,0.55126498,60,28,11.7,3,10.0,80,13.0,29.88,436,288.7055555555555,1.220969664511177,6067.604991053249
256,2008,9,12,22,False,0.790945406,60,28,11.7,3,10.0,86,9.0,29.9,0,288.7055555555555,1.2217869132826034,2014.6767124709852
257,2008,9,13,1,False,0.886666667,61,29,9.0,3,10.0,80,8.0,29.9,0,289.26111111111106,1.219440346525766,1412.2542492560194
257,2008,9,13,4,False,0.646666667,61,29,9.0,4,10.0,80,6.0,29.87,0,289.26111111111106,1.2182168277834324,595.1969740188584
257,2008,9,13,7,True,0.406666667,61,29,9.0,4,10.0,83,5.0,29.9,408,289.26111111111106,1.219440346525766,344.7886350722704
257,2008,9,13,10,True,0.166666667,61,29,9.0,4,10.0,72,3.0,29.93,11376,289.26111111111106,1.2206638652680994,74.54906859886353
257,2008,9,13,13,True,0.073333333,61,29,9.0,2,10.0,61,16.0,29.89,28611,289.26111111111106,1.2190325069449883,11294.255387361187
257,2008,9,13,16,True,0.313333333,61,29,9.0,2,10.0,65,17.0,29.86,14587,289.26111111111106,1.2178089882026546,13533.443318883352
257,2008,9,13,19,True,0.553333333,61,29,9.0,1,10.0,81,14.0,29.89,239,289.26111111111106,1.2190325069449883,7566.268745829858
257,2008,9,13,22,False,0.793333333,61,29,9.0,1,10.0,83,7.0,29.93,0,289.26111111111106,1.2206638652680994,947.049278867044
258,2008,9,14,1,False,0.890227577,62,29,10.1,4,10.0,83,5.0,29.94,0,289.81666666666666,1.2187310072721544,344.588074123346
258,2008,9,14,4,False,0.649263722,62,29,10.1,4,10.0,87,3.0,29.94,0,289.81666666666666,1.2187310072721544,74.43102401064274
258,2008,9,14,7,True,0.408299866,62,29,10.1,4,10.0,84,5.0,29.97,250,289.81666666666666,1.2199521806261344,344.93335275473214
258,2008,9,14,10,True,0.167336011,62,29,10.1,3,9.0,73,7.0,30.0,15149,289.81666666666666,1.2211733539801146,947.4445645235085
258,2008,9,14,13,True,0.073627845,62,29,10.1,1,10.0,63,15.0,29.96,28581,289.81666666666666,1.2195451228414744,9310.093016695293
258,2008,9,14,16,True,0.3145917,62,29,10.1,1,10.0,68,21.0,29.94,13787,289.81666666666666,1.2187310072721544,25529.84123565046
258,2008,9,14,19,True,0.555555556,62,29,10.1,1,10.0,78,18.0,29.97,218,289.81666666666666,1.2199521806261344,16093.21050612478
258,2008,9,14,22,False,0.796519411,62,29,10.1,1,10.0,83,13.0,29.99,0,289.81666666666666,1.2207662961954544,6066.594352834
259,2008,9,15,1,False,0.89261745,60,28,12.6,3,10.0,86,9.0,29.99,0,288.7055555555555,1.2254645327540226,2020.7409567560148
259,2008,9,15,4,False,0.651006711,60,28,12.6,4,10.0,87,7.0,29.97,0,288.7055555555555,1.2246472839825961,950.1398052013851
259,2008,9,15,7,True,0.409395973,60,28,12.6,4,7.0,90,7.0,30.01,413,288.7055555555555,1.2262817815254492,951.4079263961818
259,2008,9,15,10,True,0.167785235,60,28,12.6,3,7.0,78,5.0,30.01,17412,288.7055555555555,1.2262817815254492,346.72300524642196
259,2008,9,15,13,True,0.073825503,60,28,12.6,1,10.0,63,16.0,29.95,28239,288.7055555555555,1.2238300352111697,11338.704168798631
259,2008,9,15,16,True,0.315436242,60,28,12.6,1,10.0,70,22.0,29.92,13397,288.7055555555555,1.22260416205403,29446.676246885152
259,2008,9,15,19,True,0.55704698,60,28,12.6,1,10.0,83,18.0,29.94,193,288.7055555555555,1.2234214108254564,16138.975457225764
259,2008,9,15,22,False,0.798657718,60,28,12.6,1,10.0,90,13.0,29.96,0,288.7055555555555,1.2242386595968828,6083.850252073473
260,2008,9,16,1,False,0.894878706,59,28,12.7,2,10.0,90,11.0,29.97,0,288.15,1.2270084139573056,3694.0941965736656
260,2008,9,16,4,False,0.652291105,59,28,12.7,3,10.0,83,9.0,29.96,0,288.15,1.2265990017404365,2022.6116497738408
260,2008,9,16,7,True,0.409703504,59,28,12.7,4,9.0,83,9.0,29.97,685,288.15,1.2270084139573056,2023.2867537957945
260,2008,9,16,10,True,0.167115903,59,28,12.7,3,10.0,72,7.0,29.98,16170,288.15,1.227417826174175,952.2893240486799
260,2008,9,16,13,True,0.075471698,59,28,12.7,1,10.0,63,21.0,29.94,28148,288.15,1.2257801773066979,25677.506463458034
260,2008,9,16,16,True,0.318059299,59,28,12.7,2,10.0,67,20.0,29.92,13455,288.15,1.224961352872959,22166.37842179451
260,2008,9,16,19,True,0.5606469,59,28,12.7,1,10.0,80,14.0,29.95,198,288.15,1.226189589523567,7610.691195532479
260,2008,9,16,22,False,0.803234501,59,28,12.7,2,10.0,78,11.0,29.99,0,288.15,1.2278272383910442,3696.5593912327076
261,2008,9,17,1,False,0.897297297,62,24,9.6,4,10.0,75,10.0,30.0,0,289.81666666666666,1.2211733539801146,2762.229051088946
261,2008,9,17,4,False,0.654054054,62,24,9.6,4,10.0,72,7.0,29.99,0,289.81666666666666,1.2207662961954544,947.1287496686671
261,2008,9,17,7,True,0.410810811,62,24,9.6,4,10.0,70,3.0,30.03,332,289.81666666666666,1.2223945273340948,74.65476456378096
261,2008,9,17,10,True,0.167567568,62,24,9.6,4,10.0,63,10.0,30.07,5866,289.81666666666666,1.224022758472735,2768.674252208154
261,2008,9,17,13,True,0.075675676,62,24,9.6,2,10.0,52,10.0,30.04,22094,289.81666666666666,1.2228015851187548,2765.9120231570646
261,2008,9,17,16,True,0.318918919,62,24,9.6,0,10.0,54,17.0,30.01,13893,289.81666666666666,1.2215804117647748,13575.35493844266
261,2008,9,17,19,True,0.562162162,62,24,9.6,0,10.0,70,9.0,30.0,154,289.81666666666666,1.2211733539801146,2013.6649782438417
261,2008,9,17,22,False,0.805405405,62,24,9.6,0,10.0,72,6.0,30.01,0,289.81666666666666,1.2215804117647748,596.8403555268908
262,2008,9,18,1,False,0.900949796,60,26,7.9,1,10.0,78,6.0,30.01,0,288.7055555555555,1.2262817815254492,599.137353065817
262,2008,9,18,4,False,0.656716418,60,26,7.9,1,10.0,86,0.0,29.99,0,288.7055555555555,1.2254645327540226,0.0
262,2008,9,18,7,True,0.412483039,60,26,7.9,1,10.0,83,0.0,30.02,4342,288.7055555555555,1.2266904059111623,0.0
262,2008,9,18,10,True,0.168249661,60,26,7.9,1,10.0,56,10.0,30.05,24175,288.7055555555555,1.227916279068302,2777.48118831189
262,2008,9,18,13,True,0.075983718,60,26,7.9,0,10.0,49,15.0,30.02,29378,288.7055555555555,1.2266904059111623,9364.6406088782
262,2008,9,18,16,True,0.320217096,60,26,7.9,0,10.0,51,15.0,29.98,13686,288.7055555555555,1.2250559083683095,9352.162739978963
262,2008,9,18,19,True,0.564450475,60,26,7.9,1,10.0,65,8.0,29.96,112,288.7055555555555,1.2242386595968828,1417.8112558314147
262,2008,9,18,22,False,0.808683853,60,26,7.9,0,10.0,67,6.0,29.98,0,288.7055555555555,1.2250559083683095,598.5384153586537
263,2008,9,19,1,False,0.902040816,63,21,7.3,1,10.0,78,3.0,29.99,0,290.3722222222222,1.218430661289691,74.41268111225183
263,2008,9,19,4,False,0.657142857,63,21,7.3,1,10.0,80,5.0,29.98,0,290.3722222222222,1.218024382309601,344.3882806221379
263,2008,9,19,7,True,0.412244898,63,21,7.3,1,10.0,80,3.0,29.99,4232,290.3722222222222,1.218430661289691,74.41268111225183
263,2008,9,19,10,True,0.167346939,63,21,7.3,1,10.0,63,9.0,30.0,22783,290.3722222222222,1.218836940269781,2009.8123274732907
263,2008,9,19,13,True,0.07755102,63,21,7.3,3,10.0,61,9.0,29.98,24479,290.3722222222222,1.218024382309601,2008.4724525883084
263,2008,9,19,16,True,0.32244898,63,21,7.3,4,10.0,63,10.0,29.97,1628,290.3722222222222,1.217618103329511,2754.187263574509
263,2008,9,19,19,True,0.567346939,63,21,7.3,4,10.0,81,11.0,29.98,0,290.3722222222222,1.218024382309601,3667.0464120645247
263,2008,9,19,22,False,0.812244898,63,21,7.3,3,10.0,81,6.0,29.99,0,290.3722222222222,1.218430661289691,595.3014488980147
264,2008,9,20,1,False,0.904502046,65,28,10.3,4,10.0,87,8.0,30.01,0,291.4833333333333,1.2145955617918507,1406.6434230711259
264,2008,9,20,4,False,0.65893588,65,28,10.3,4,10.0,90,8.0,30.01,0,291.4833333333333,1.2145955617918507,1406.6434230711259
264,2008,9,20,7,True,0.413369714,65,28,10.3,4,10.0,84,6.0,30.03,650,291.4833333333333,1.2154050223461936,593.8231807419921
264,2008,9,20,10,True,0.167803547,65,28,10.3,4,10.0,70,9.0,30.05,9141,291.4833333333333,1.2162144829005366,2005.4880023935027
264,2008,9,20,13,True,0.077762619,65,28,10.3,2,10.0,63,11.0,30.03,25527,291.4833333333333,1.2154050223461936,3659.160433183293
264,2008,9,20,16,True,0.323328786,65,28,10.3,3,10.0,75,15.0,30.01,12847,291.4833333333333,1.2145955617918507,9272.307720439552
264,2008,9,20,19,True,0.568894952,65,28,10.3,4,10.0,87,14.0,30.0,122,291.4833333333333,1.214190831514679,7536.217523014143
264,2008,9,20,22,False,0.814461119,65,28,10.3,3,10.0,87,15.0,30.0,0,291.4833333333333,1.214190831514679,9269.217981112512
265,2008,9,21,1,False,0.906849315,63,27,14.4,3,10.0,87,8.0,29.97,0,290.3722222222222,1.217618103329511,1410.1438789501487
265,2008,9,21,4,False,0.660273973,63,27,14.4,3,10.0,81,13.0,29.96,0,290.3722222222222,1.2172118243494212,6048.930415931698
265,2008,9,21,7,True,0.41369863,63,27,14.4,4,10.0,84,8.0,29.98,997,290.3722222222222,1.218024382309601,1410.614397428277
265,2008,9,21,10,True,0.167123288,63,27,14.4,2,10.0,70,10.0,29.99,12786,290.3722222222222,1.218430661289691,2756.025226379698
265,2008,9,21,13,True,0.079452055,63,27,14.4,2,10.0,65,20.0,29.97,28277,290.3722222222222,1.217618103329511,22033.49810859607
265,2008,9,21,16,True,0.326027397,63,27,14.4,2,10.0,70,24.0,29.96,12816,290.3722222222222,1.2172118243494212,38061.18073274456
265,2008,9,21,19,True,0.57260274,63,27,14.4,1,10.0,78,16.0,29.94,81,290.3722222222222,1.2163992663892416,11269.858588126115
265,2008,9,21,22,False,0.819178082,63,27,14.4,1,10.0,84,11.0,29.96,0,290.3722222222222,1.2172118243494212,3664.600083570819
266,2008,9,22,1,False,0.909340659,66,29,7.3,1,10.0,87,0.0,29.96,0,292.0388888888889,1.2102651934344968,0.0
266,2008,9,22,4,False,0.662087912,66,29,7.3,0,10.0,86,3.0,29.95,0,292.0388888888889,1.2098612330895588,73.88932418417207
266,2008,9,22,7,True,0.414835165,66,29,7.3,1,10.0,81,0.0,30.0,4026,292.0388888888889,1.2118810348142492,0.0
266,2008,9,22,10,True,0.167582418,66,29,7.3,1,10.0,70,5.0,30.02,23081,292.0388888888889,1.2126889555041254,342.8797242331116
266,2008,9,22,13,True,0.07967033,66,29,7.3,1,10.0,34,16.0,29.99,27284,292.0388888888889,1.211477074469311,11224.254806198578
266,2008,9,22,16,True,0.326923077,66,29,7.3,0,10.0,48,17.0,29.96,12287,292.0388888888889,1.2102651934344968,13449.609548650771
266,2008,9,22,19,True,0.574175824,66,29,7.3,1,10.0,70,16.0,29.95,79,292.0388888888889,1.2098612330895588,11209.284142902547
266,2008,9,22,22,False,0.821428571,66,29,7.3,0,10.0,78,8.0,29.97,0,292.0388888888889,1.210669153779435,1402.0961843188204
267,2008,9,23,1,False,0.913103448,69,29,8.7,0,10.0,81,6.0,29.97,0,293.7055555555555,1.2037990694899194,588.1527386145189
267,2008,9,23,4,False,0.664827586,69,29,8.7,0,10.0,75,3.0,29.96,0,293.7055555555555,1.2033974014653983,73.4945614318109
267,2008,9,23,7,True,0.416551724,69,29,8.7,1,9.0,84,3.0,29.98,3974,293.7055555555555,1.2042007375144408,73.5436232218188
267,2008,9,23,10,True,0.168275862,69,29,8.7,0,9.0,73,5.0,29.99,23119,293.7055555555555,1.2046024055389617,340.59330609640153
267,2008,9,23,13,True,0.08,69,29,8.7,0,10.0,66,6.0,29.94,26858,293.7055555555555,1.202594065416356,587.5639971344243
267,2008,9,23,16,True,0.328275862,69,29,8.7,0,10.0,37,21.0,29.9,12109,293.7055555555555,1.2009873933182713,25158.14998919303
267,2008,9,23,19,True,0.576551724,69,29,8.7,0,10.0,56,18.0,29.91,65,293.7055555555555,1.2013890613427927,15848.331902666903
267,2008,9,23,22,False,0.824827586,69,29,8.7,0,10.0,75,11.0,29.94,0,293.7055555555555,1.202594065416356,3620.5911119718457
268,2008,9,24,1,False,0.914246196,66,29,10.1,0,10.0,84,3.0,29.94,0,292.0388888888889,1.2094572727446207,73.8646532912892
268,2008,9,24,4,False,0.665283541,66,29,10.1,0,10.0,90,5.0,29.92,0,292.0388888888889,1.2086493520547446,341.7375532663125
268,2008,9,24,7,True,0.416320885,66,29,10.1,1,9.0,90,5.0,29.94,3749,292.0388888888889,1.2094572727446207,341.9659874596722
268,2008,9,24,10,True,0.16735823,66,29,10.1,1,10.0,66,3.0,29.95,22695,292.0388888888889,1.2098612330895588,73.88932418417207
268,2008,9,24,13,True,0.081604426,66,29,10.1,1,10.0,51,13.0,29.92,27114,292.0388888888889,1.2086493520547446,6006.379236208707
268,2008,9,24,16,True,0.330567082,66,29,10.1,1,10.0,49,16.0,29.89,12017,292.0388888888889,1.2074374710199305,11186.828147958504
268,2008,9,24,19,True,0.579529737,66,29,10.1,1,10.0,56,16.0,29.89,59,292.0388888888889,1.2074374710199305,11186.828147958504
268,2008,9,24,22,False,0.828492393,66,29,10.1,0,10.0,62,11.0,29.92,0,292.0388888888889,1.2086493520547446,3638.821467179695
269,2008,9,25,1,False,0.918055556,67,29,9.3,0,10.0,67,3.0,29.91,0,292.59444444444443,1.2059512694098657,73.65053268810982
269,2008,9,25,4,False,0.668055556,67,29,9.3,0,10.0,80,6.0,29.9,0,292.59444444444443,1.2055480760733863,589.0072691071838
269,2008,9,25,7,True,0.418055556,67,29,9.3,2,10.0,70,0.0,29.93,3894,292.59444444444443,1.2067576560828244,0.0
269,2008,9,25,10,True,0.168055556,67,29,9.3,2,10.0,63,7.0,29.95,23066,292.59444444444443,1.2075640427557834,936.8858114157892
269,2008,9,25,13,True,0.081944444,67,29,9.3,2,10.0,47,15.0,29.91,27072,292.59444444444443,1.2059512694098657,9206.316586013727
269,2008,9,25,16,True,0.331944444,67,29,9.3,2,10.0,57,21.0,29.88,11864,292.59444444444443,1.2047416894004275,25236.79456486818
